date,time,interval,GS_id,id,fixture_name,continent,country,league_id,league,state,issue_origin,issue_severity,description,venue_id,venue_name
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:36875610,36875610,Sol Lucernari Montecchio Maggiore v Gibam Fano,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138723,Palasport Brendola
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:38122335,38122335,Vandoeuvre-Nancy Women v Florange Terville Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128193,Parc des Sports
2/12/2022,7:00:00 PM,18:00 - 19:59,33428:38122305,38122305,VBC Chamalières Women v AS Saint-Raphaël Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128180,Complexe Pierre Chatrousse
2/12/2022,7:15:00 PM,18:00 - 19:59,33428:35222160,35222160,France Avenir 2024 v Foyer Laïque Saint-Quentin,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128492,Halle Jacques Shaw
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:34825665,34825665,Avoc Achel v Volley Haasrode Leuven,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129558,Sportcentrum De Koekoek
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:34825695,34825695,Decospan VT Menen v VBC Waremme,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129584,CC De Steiger Menen
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:36875640,36875640,Geetit Bologna v Invent San Donà di Piave,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,141778,PalaDozza Bologna
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:34825680,34825680,Knack Roeselare v Caruur Volley Gent,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129597,Sporthal Schiervelde
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:35222220,35222220,Mende Volley Lozere v ASS SP Illacaise,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128661,Gymnase Piencourt
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:36875655,36875655,Tinet Prata di Pordenone v Volley 2001 Garlasco,Europe,Italy,39082,Italy Serie A3,Completed,External,Critical,<p>The whole match was lost due to issues on the venue that weren’t resolved.</p>,128388,PalaPrata Prata di Pordenone
2/12/2022,7:30:00 PM,18:00 - 19:59,33428:34825710,34825710,VC Greenyard Maaseik v Lindemans Aalst,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129636,Steengoed Arena
2/11/2022,2:00:00 PM,14:00 - 15:59,33708:41814450,41814450,Khimik Yuzhny Women v SK Prometheus Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,External,Critical,"<p>12 minutes lost due to low battery on the phone, phone was unplugged to the energy.</p>",130936,FSC Olimp
2/11/2022,2:30:00 PM,14:00 - 15:59,33708:41148120,41148120,VK Patriot-Rivne v Volodar-KFV,Europe,Ukraine,42415,Ukraine First League,Completed,No issue related,No issue related,No issue related,0,Tv match
2/11/2022,3:00:00 PM,14:00 - 15:59,33708:41148285,41148285,Invasport-Meteor v ZODYUSSH-Ryativnyk-Spartak,Europe,Ukraine,42415,Ukraine First League,Aborted,No issue related,No issue related,No issue related,131482,SC Technical College LNTU
2/11/2022,3:00:00 PM,14:00 - 15:59,33708:41814480,41814480,Polesia ZhDU Women v Orbita ZNU-ZODUSH Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
2/11/2022,4:00:00 PM,16:00 - 17:59,33708:44795700,44795700,SVK Burevestnik SHVCM v VK Reshetylivka,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,130845,"NGO ""Chernihiv College"""
2/11/2022,4:00:00 PM,16:00 - 17:59,33708:41814510,41814510,Volyn University ODYUSSh Women v Regina MEGU OSHVSM Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,131001,SZ ODUSH
2/11/2022,4:30:00 PM,16:00 - 17:59,33708:41814465,41814465,Bilozgar-Meduniversitet Women v Alanta Women,Europe,Ukraine,14191,Ukraine Super Liga Women,Completed,No issue related,No issue related,No issue related,130936,FSC Olimp
2/11/2022,4:30:00 PM,16:00 - 17:59,33428:44668995,44668995,Raision Loimu v Team Lakkapää,Europe,Finland,3571,Finland Mestaruusliiga,VOD,External,Critical,"<p>Genius Live team expected to stream this match with the cellphones, but as league manager announced on the week that the feed was going to be received from kepit, the channel wasn’t specified (since Loimu doesn’t have a channel), and the provider informed that they were going to send stream on Lakkapaa’s channel.&nbsp;</p>",128869,Kerttulan liikuntahalli
2/11/2022,5:00:00 PM,16:00 - 17:59,33708:41147970,41147970,Berdyansk-BDPU v SK Kramatorsk,Europe,Ukraine,42415,Ukraine First League,Completed,No issue related,No issue related,No issue related,0,Tv match
2/11/2022,5:00:00 PM,16:00 - 17:59,33708:41148135,41148135,Locomotive Kyiv v BK Borislav,Europe,Ukraine,42415,Ukraine First League,Completed,No issue related,No issue related,No issue related,0,Tv match
2/11/2022,5:00:00 PM,16:00 - 17:59,33428:44428650,44428650,Panvita Pomgrad v OK Maribor,Europe,Slovenia,4462,Slovenia 1A. Dol,VOD,No issue related,No issue related,No issue related,137904,"OŠ I., Murska Sobota"
2/11/2022,5:30:00 PM,16:00 - 17:59,33708:41814495,41814495,Galichanka-TNEU GADZ Women v VC Poltavchanka Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
2/11/2022,5:30:00 PM,16:00 - 17:59,33708:41148150,41148150,Kontinental Chernivtsi v VC Datscyi Tecs,Europe,Ukraine,42415,Ukraine First League,Completed,No issue related,No issue related,No issue related,0,Tv match
2/11/2022,6:00:00 PM,18:00 - 19:59,33428:34396215,34396215,Linkopings VC Women v Värnamo VBA Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,138060,Linkopings Sporthall
2/11/2022,6:00:00 PM,18:00 - 19:59,33428:43050480,43050480,SG Union Raiffeisen Waldviertel v SK Zadruga AICH/DOB,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,129194,Stadthalle Zwettl
2/11/2022,6:30:00 PM,18:00 - 19:59,33428:34387560,34387560,VK Vestsjælland v DHV Odense,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129441,Korsor Hallen
2/11/2022,7:00:00 PM,18:00 - 19:59,33428:35219940,35219940,Cambrai Volley v Plessis-Robinson Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,57616,Salle Jean-Marie Vanpoulle
2/11/2022,7:00:00 PM,18:00 - 19:59,33428:35219955,35219955,Nice Volley-Ball v Nantes Rezé,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59111,Salle Palmeira
2/11/2022,7:00:00 PM,18:00 - 19:59,33428:44535810,44535810,VKP Bratislava Women v Pezinok Women,Europe,Slovakia,16825,Slovakia Extraliga Women,VOD,No issue related,No issue related,No issue related,138450,SH Dom športu - Nová hala
2/11/2022,8:30:00 PM,20:00 - 21:59,33428:42602970,42602970,Academica de Espinho v SL Benfica,Europe,Portugal,3913,Portugal I Divisão,VOD,No issue related,No issue related,No issue related,141622,Pavilhao. Arq. Geronimo Reis
2/10/2022,6:00:00 PM,18:00 - 19:59,33428:44436705,44436705,SG VCA Amstetten NÖ v UVC Weberzeile Ried im Innkreis,Europe,Austria,3919,Austria League,VOD,Internal,Critical,<p>Outage 18 minutes</p>,132145,Johann Pölz Halle
2/10/2022,7:00:00 PM,18:00 - 19:59,33428:43349820,43349820,Montpellier UC v Tourcoing Lille Metropole Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,59033,"Palais des Sports ""Jacques Chaban Delmas"""
2/10/2022,7:00:00 PM,18:00 - 19:59,33428:35219925,35219925,Spacer's Toulouse Volley-Ball v Stade Poitevin Volley-Ball,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,0,Tv match
2/10/2022,8:30:00 PM,20:00 - 21:59,33428:44581650,44581650,Benfica Women v AJM / FC Porto Women,Europe,Portugal,17152,Portugal I Divisão Women,VOD,No issue related,No issue related,No issue related,129753,Pavilhão da Luz Nº 2
2/9/2022,3:00:00 PM,14:00 - 15:59,33428:38455770,38455770,VKP Bratislava v Calcit Kamnik,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,138450,SH Dom športu - Nová hala
2/9/2022,4:00:00 PM,16:00 - 17:59,33428:38004705,38004705,WoVo Rovaniemi Women v Puijo Wolley Women,Europe,Finland,4168,Finland Mestaruusliiga Women,VOD,No issue related,No issue related,No issue related,128960,Santasport Resort
2/9/2022,5:00:00 PM,16:00 - 17:59,33428:38396115,38396115,Nova KBM Branik Maribor Women v Vasas Budapest Women,Europe,Europe,4342,Womens Middle European League,VOD,No issue related,No issue related,No issue related,129181,Hall Lukna Maribor
2/9/2022,5:00:00 PM,16:00 - 17:59,33428:44436795,44436795,UVC Holding Graz Women v SG Sokol/Post Women,Europe,Austria,4204,Austria League Women,VOD,No issue related,No issue related,No issue related,130741,Raiffeisen Sportpark
2/9/2022,6:00:00 PM,18:00 - 19:59,33428:34907355,34907355,Afturelding Women v Thróttur Reykjavík Women,Europe,Iceland,31057,Iceland Mizunodeild Women,VOD,No issue related,No issue related,No issue related,128713,Varma Mosfellsber
2/9/2022,6:00:00 PM,18:00 - 19:59,33428:38456250,38456250,SG Union Raiffeisen Waldviertel v Spartak Myjava,Europe,Europe,4339,Middle European League,VOD,No issue related,No issue related,No issue related,129194,Stadthalle Zwettl
2/9/2022,6:00:00 PM,18:00 - 19:59,33428:42598740,42598740,SK Zadruga AICH/DOB v UVC Holding Graz,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,129207,JUFA Arena Bleiburg/Pliberk
2/9/2022,6:00:00 PM,18:00 - 19:59,33428:43663020,43663020,Södertelge VBK v Vingaakers VK,Europe,Sweden,4474,Sweden Eliteserien,VOD,No issue related,No issue related,No issue related,0,Tv match
2/9/2022,7:00:00 PM,18:00 - 19:59,33428:44643240,44643240,Ankaran Hrvatini Women v OD Krim Women,Europe,Slovenia,4471,Slovenia 1A. Dol Women,Completed,External,Critical,"<p>The POC couldn’t be reached, the stream was lost.</p>",138489,OS A.Ukmar
2/9/2022,7:00:00 PM,18:00 - 19:59,33428:42282390,42282390,Calcit Kamnik Women v HAOK Mladost Women,Europe,Europe,4342,Womens Middle European League,VOD,No issue related,No issue related,No issue related,129129,Kamnik Sports Hall
2/9/2022,7:00:00 PM,18:00 - 19:59,33428:43801425,43801425,Rennes Volley 35 v Foyer Laïque Saint-Quentin,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128011,Salle Colette-Besson
2/9/2022,7:00:00 PM,18:00 - 19:59,33428:43511280,43511280,Rocheville Le Cannet Women v Asptt Mulhouse Women,Europe,France,3664,France Ligue A Women,Completed,Internal,Critical,<p>After VOD validation was found that the scoreboard did not update during the entire match.&nbsp;</p>,128167,Gymnase Maillan
2/9/2022,7:00:00 PM,18:00 - 19:59,33428:42635415,42635415,Saint-Nazaire Volley-Ball Atlantique v Avignon Volley-Ball,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128687,Stade Pierre de Coubertin
2/9/2022,7:00:00 PM,18:00 - 19:59,33428:34907370,34907370,Völsungur Women v KA Women,Europe,Iceland,31057,Iceland Mizunodeild Women,VOD,No issue related,No issue related,No issue related,128843,Itottahusit a Husavík
2/9/2022,7:30:00 PM,18:00 - 19:59,33428:44619915,44619915,Gibam Fano v Volley 2001 Garlasco,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128219,Palazzetto Dello Sport Fano Salvador Allende
2/9/2022,7:30:00 PM,18:00 - 19:59,33428:44252445,44252445,Montalbano Arena Macerata v Tinet Prata di Pordenone,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128323,Palasport Marpel Arena
2/9/2022,7:30:00 PM,18:00 - 19:59,33428:44437095,44437095,Videx Grottazzolina v Invent San Donà di Piave,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,128440,Palasport Grottazzolina via Fonte San Pietro
2/9/2022,8:00:00 PM,20:00 - 21:59,33428:44256195,44256195,Álftanes Women v HK Women,Europe,Iceland,31057,Iceland Mizunodeild Women,VOD,No issue related,No issue related,No issue related,128791,Alftanes Gardaer
2/9/2022,8:45:00 PM,20:00 - 21:59,33428:43904100,43904100,GC Santo Tirso v AAS Mamede,Europe,Portugal,11737,Portugal Cup,VOD,No issue related,No issue related,No issue related,141635,Pavilhao. Comp. Com. Manuel Calem
2/8/2022,6:00:00 PM,18:00 - 19:59,33428:44194755,44194755,Arago De Sète Volleyball v Paris Volley,Europe,France,3658,France Ligue A,VOD,No issue related,No issue related,No issue related,58955,Halle des Sports Louis Marty (Le Barrou)
2/8/2022,6:00:00 PM,18:00 - 19:59,33428:43514460,43514460,Volley-Ball Nantes Women v VBC Chamalières Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128245,Gymnasium Mangin Beaulieu
2/8/2022,6:30:00 PM,18:00 - 19:59,33428:44534025,44534025,Amager VK v Gentofte Volley,Europe,Denmark,3907,Denmark Volleyligaen,VOD,No issue related,No issue related,No issue related,129454,Sundbyhal 2
2/8/2022,7:00:00 PM,18:00 - 19:59,33428:43514535,43514535,Francais St. Cloud Paris Women v France Avenir 2024,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128076,Complexe Geo Andre Paris
2/8/2022,7:00:00 PM,18:00 - 19:59,33428:44556015,44556015,Rocheville Le Cannet Women v AS Saint-Raphaël Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,0,Tv match
2/8/2022,7:00:00 PM,18:00 - 19:59,33428:44492865,44492865,Sol Lucernari Montecchio Maggiore v Pineto Volley,Europe,Italy,39082,Italy Serie A3,VOD,No issue related,No issue related,No issue related,138723,Palasport Brendola
2/8/2022,7:00:00 PM,18:00 - 19:59,33428:44087460,44087460,Volley Club Marcq-en-Barœul Women v Florange Terville Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,128258,Salle Saint Exupery
2/8/2022,7:30:00 PM,18:00 - 19:59,33428:44454360,44454360,Mende Volley Lozere v Grand Nancy Volley-Ball,Europe,France,13375,France Ligue B,VOD,No issue related,No issue related,No issue related,128661,Gymnase Piencourt
2/6/2022,8:30:00 AM,8:00 - 9:59,33708:41137695,41137695,Bulava v Hotinskiy kozaki Hotin,Europe,Ukraine,34150,Ukraine Higher League,VOD,External,Critical,"<p>Stream started 7 minutes, as the POC reached out to us 4 minutes until KO. Venue had to be adjusted and preparation made.</p>",131235,Municipal Center
2/6/2022,9:00:00 AM,8:00 - 9:59,33708:44026395,44026395,Khimik Yuzhny Women v Regina MEGU OSHVSM Women,Europe,Ukraine,14191,Ukraine Super Liga Women,Aborted,No issue related,No issue related,No issue related,130975,SC Prometei
2/6/2022,9:00:00 AM,8:00 - 9:59,33708:41137665,41137665,SHVSM SumDU Sumy v DSO-TNEU Ternopil,Europe,Ukraine,34150,Ukraine Higher League,Aborted,No issue related,No issue related,No issue related,138593,SZ Zavod Medychnoho Skla
2/6/2022,9:30:00 AM,8:00 - 9:59,33428:44332410,44332410,IKSU Women v Sollentuna VK Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,No issue related,No issue related,No issue related,137969,IKSU Sport-Helsingfors
2/6/2022,10:00:00 AM,10:00 - 11:59,33708:41137710,41137710,VC MHP-Vinnytsia - 2 v Zhytychi-DUSSH,Europe,Ukraine,34150,Ukraine Higher League,Aborted,No issue related,No issue related,No issue related,0,Tv match
2/6/2022,10:58:00 AM,10:00 - 11:59,33708:41136630,41136630,VK Dnipro v Barkom Lviv,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,138879,SK Epitsentr
2/6/2022,11:00:00 AM,10:00 - 11:59,33708:44026380,44026380,Bilozgar-Meduniversitet Women v Volyn University ODYUSSh Women,Europe,Ukraine,14191,Ukraine Super Liga Women,VOD,No issue related,No issue related,No issue related,130949,SZ DUSH #4
2/6/2022,11:30:00 AM,10:00 - 11:59,33708:41137650,41137650,Lokomotiv Kharkiv v Oliurtrans,Europe,Ukraine,34150,Ukraine Higher League,Aborted,No issue related,No issue related,No issue related,131014,SC VNMU
2/6/2022,11:30:00 AM,10:00 - 11:59,33708:41137680,41137680,VK Pokuttya Snyatin v Podillya Khmel?nyts?kyy,Europe,Ukraine,34150,Ukraine Higher League,VOD,Internal,Critical,"<p>Scoreboard was not showing one team name. Adjustments were made through bartolomeo, and in content graph. However this troubleshooting did not solve the case.&nbsp;</p>",131235,Municipal Center
2/6/2022,12:00:00 PM,12:00 - 13:59,33428:43050210,43050210,VBC TLC Weiz v SG SVS Sokol,Europe,Austria,3919,Austria League,VOD,No issue related,No issue related,No issue related,132171,ASKÖ Stadion Eggenberg
2/6/2022,12:30:00 PM,12:00 - 13:59,33708:41136585,41136585,VC Zhytychi v VK Reshetylivka,Europe,Ukraine,9565,Ukraine Super Liga,Aborted,No issue related,No issue related,No issue related,130832,SC ZHDU Ivan Franko
2/6/2022,1:00:00 PM,12:00 - 13:59,33428:34396200,34396200,Oerebro Women v Lund Women,Europe,Sweden,5296,Sweden Eliteserien Women,VOD,Internal,Critical,"<p>There was a pop up on the screen of the camera, which was blocking the overlay scoreboard. Scoreboard was not visible for approximately 20-30 minutes.</p>",138034,Idrottshuset
2/6/2022,1:00:00 PM,12:00 - 13:59,33428:34825650,34825650,VBC Waremme v Avoc Achel,Europe,Belgium,4276,Belgium Liga A,VOD,No issue related,No issue related,No issue related,129623,Pôle-Ballons de la Province de Liège
2/6/2022,1:00:00 PM,12:00 - 13:59,33428:44624775,44624775,VK Spartak Komarno v TJ Slávia Svidník,Europe,Slovakia,32152,Slovakia Cup,VOD,No issue related,No issue related,No issue related,131898,SH Mestska Komarno
2/6/2022,2:00:00 PM,14:00 - 15:59,33428:38122140,38122140,Béziers VB Women v Évreux VB Women,Europe,France,3664,France Ligue A Women,VOD,No issue related,No issue related,No issue related,127946,Halle des Sports du Four a Chaux
